D1S1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
"34,1","0,000257467","0,00281577",,,"0,0000933532",,,,,,,,,,,,,,,,,"0,000479846",,,,,,"0,0047749",,,,,
"34,2","0,00429111","0,00442478","0,0035","0,00663277","0,00336072",,,"0,00292398","0,005","0,005",,"0,0035",,"0,00240385","0,00509554","0,00480769","0,00669643","0,00164474","0,00430571","0,00294118","0,0075","0,00191939","0,00247525",,"0,00669216","0,0182186","0,00275634","0,00545703","0,00220264",,"0,0040625","0,00733333","0,0045"
35,"0,00274631","0,0168946","0,022","0,00055273","0,000233383",,,,,,,"0,022",,,"0,000636943",,,,"0,000538213","0,0235294",,"0,000479846",,,"0,00478011",,,"0,0122783",,,"0,0003125",,
"35,1","0,000171644","0,00201126",,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,"0,00341064",,,,"0,000166667",
"35,2","0,000514933","0,000804505","0,0005","0,00110546","0,000233383",,,,,,,"0,0005",,,,"0,00240385",,,,,,"0,000239923",,,"0,000956023",,,"0,00136426","0,00110132",,"0,000625","0,00133333","0,0005"
36,"0,00100126","0,0100563","0,0045","0,000110546",,,,,,,,"0,0045",,,,,,,,"0,0137255",,,,,"0,000956023",,,"0,00750341",,,,,
"36,1","0,0000572148","0,000804505",,,,,,,,,,,,,,,,,,,,,,,,,,"0,00136426",,,,,
37,"0,000286074","0,00321802","0,0005","0,000110546",,,,,,,,"0,0005",,,,,,,,"0,00392157",,,,,"0,000956023",,,"0,00272851",,,,,
"37,1","0,0000286074","0,000402253",,,,,,,,,,,,,,,,,,,,,,,,,,"0,000682128",,,,,
"37,2","0,0000286074","0,000402253",,,,,,,,,,,,,,,,,,,,,,,,,,"0,000682128",,,,,
38,"0,0000858222","0,00120676",,,,,,,,,,,,,,,,,,"0,00196078",,,,,,,,"0,000682128",,,,,
D21S2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,Europe,ITALY,SAUDI ARABIA,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2625,500,2125,929,500,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,1","0,000190476",,"0,000235294","0,000538213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16,1","0,0752381","0,082","0,0736471","0,0850377","0,082","0,0647993",,,,,,,,,,,,,,,,,,,,,,,,,,,
"17,1","0,0198095","0,013","0,0214118","0,022605","0,013","0,0204849",,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,1","0,0152381","0,013","0,0157647","0,00968784","0,013","0,0204849",,,,,,,,,,,,,,,,,,,,,,,,,,,
"19,1","0,204381","0,108","0,227059","0,212594","0,108","0,238294",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20,1","0,0310476","0,01","0,036","0,032831","0,01","0,0384615",,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,1","0,00380952",,"0,00470588","0,00322928",,"0,00585284",,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"0,000571429",,"0,000705882","0,00107643",,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22,1","0,000190476",,"0,000235294",,,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"0,00571429","0,001","0,00682353","0,00538213","0,001","0,00794314",,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"0,0133333","0,026","0,0103529","0,0145318","0,026","0,00710702",,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"0,136762","0,131","0,138118","0,138859","0,131","0,137542",,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"0,136","0,121","0,139529","0,135091","0,121","0,142977",,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"0,0198095","0,014","0,0211765","0,0134553","0,014","0,0271739",,,,,,,,,,,,,,,,,,,,,,,,,,,
"27,3","0,000190476",,"0,000235294",,,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"0,00761905","0,012","0,00658824","0,00753498","0,012","0,00585284",,,,,,,,,,,,,,,,,,,,,,,,,,,
"28,1","0,000190476",,"0,000235294","0,000538213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28,3","0,000190476",,"0,000235294",,,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"0,0365714","0,056","0,032","0,0376749","0,056","0,027592",,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"0,0308571","0,032","0,0305882","0,0365985","0,032","0,0259197",,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"0,0369524","0,041","0,036","0,0392896","0,041","0,0334448",,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"0,0518095","0,102","0,04","0,0452099","0,102","0,0359532",,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"0,0659048","0,124","0,0522353","0,0522067","0,124","0,0522575",,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"0,0609524","0,07","0,0588235","0,0538213","0,07","0,062709",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"0,0337143","0,034","0,0336471","0,0355221","0,034","0,0321906",,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"0,0106667","0,008","0,0112941","0,0139935","0,008","0,00919732",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"0,00190476","0,002","0,00188235","0,00269107","0,002","0,00125418",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"0,000380952",,"0,000470588",,,"0,00083612",,,,,,,,,,,,,,,,,,,,,,,,,,,
D22GATA198B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,2","0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,004","0,004","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,01","0,01","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,011","0,011","0,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,131","0,131","0,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,188","0,188","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,099","0,099","0,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"0,244","0,244","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"0,153","0,153","0,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"0,11","0,11","0,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"0,044","0,044","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"0,005","0,005","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D22S1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17478,1243,1000,4523,10712,222,206,171,500,200,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,454,425,1600,3000,1000
8,"0,0000858222","0,000402253","0,001",,,,,,,,,"0,001",,,,,,,,,,,,,,,,"0,000682128",,,,,
10,"0,00517794","0,0378117","0,0355","0,000442184","0,000560119",,,,,,,"0,0355",,"0,00480769",,,,,"0,00161464","0,027451",,"0,00143954",,,"0,00286807",,,"0,0450205",,,"0,0003125","0,000166667",
11,"0,146498","0,189059","0,1025","0,17002","0,135736","0,153153","0,131068","0,157895","0,128","0,1325","0,125","0,1025","0,21087","0,108173","0,136306","0,120192","0,133929","0,115132","0,130786","0,173529","0,1525","0,140595","0,160891","0,131068","0,107075","0,204453","0,130099","0,199864","0,104626","0,135294","0,127812","0,182667","0,165"
12,"0,0125014","0,0297667","0,032","0,0028742","0,0127427","0,0157658","0,00728155","0,0146199","0,014","0,01","0,025","0,032","0,0304348","0,00721154","0,0127389","0,00721154","0,0111607","0,00822368","0,00914962","0,0431373","0,01","0,0134357","0,0049505","0,0218447","0,0114723","0,0202429","0,0203969","0,0204638","0,00660793","0,0117647","0,0090625","0,00183333","0,0015"
"12,1","0,0000286074",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000166667",
13,"0,00537819","0,00563154","0,006","0,00630113","0,00490105","0,00675676","0,00728155",,"0,001","0,005","0,0025","0,006",,"0,00721154","0,00764331",,,"0,00657895","0,00538213","0,00882353","0,0025","0,00599808","0,0049505",,,"0,00809717","0,00385888","0,00341064","0,00440529","0,00470588","0,0059375","0,00766667","0,0055"
"13,2","0,0000286074","0,000402253",,,,,,,,,,,,,,,,,,,,,,,,,,"0,000682128",,,,,
14,"0,0484609","0,0623492","0,0575","0,0397966","0,0496639","0,0292793","0,038835","0,0643275","0,051","0,06","0,0525","0,0575","0,0304348","0,0384615","0,0414013","0,0865385","0,0558036","0,0493421","0,0570506","0,0598039","0,045","0,0508637","0,0445545","0,0679612","0,0583174","0,0283401","0,0567806","0,0641201","0,0297357","0,0470588","0,0515625","0,0398333","0,03"
15,"0,351785","0,286002","0,309","0,365244","0,35773","0,34009","0,349515","0,365497","0,369","0,3525","0,305","0,309","0,356522","0,377404","0,381529","0,427885","0,377232","0,351974","0,37944","0,25098","0,36","0,325336","0,319307","0,315534","0,507648","0,370445","0,359427","0,310368","0,403084","0,352941","0,364375","0,361167","0,303"
"15,2","0,0000286074",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0005"
16,"0,297317","0,251006","0,283","0,206942","0,342186","0,349099","0,38835","0,295322","0,334","0,33","0,3575","0,283","0,26087","0,370192","0,335669","0,271635","0,334821","0,371711","0,32239","0,273529","0,3025","0,370681","0,378713","0,364078","0,258126","0,277328","0,332966","0,235334","0,355727","0,356471","0,337813","0,187167","0,2395"
17,"0,119922","0,128319","0,1555","0,187597","0,0870519","0,0923423","0,065534","0,0877193","0,091","0,0825","0,125","0,1555","0,106522","0,0817308","0,0770701","0,0721154","0,0758929","0,09375","0,0839612","0,153922","0,105","0,0839731","0,0792079","0,0849515","0,0544933","0,0769231","0,0871003","0,110505","0,092511","0,0847059","0,0940625","0,1965","0,2305"
18,"0,0113285","0,00884956","0,017","0,0191245","0,007795","0,0112613","0,0121359","0,0146199","0,011","0,0275","0,0075","0,017",,"0,00480769","0,00573248","0,0120192","0,00669643","0,00328947","0,00861141","0,00882353","0,0225","0,00671785","0,0049505","0,00485437",,"0,0101215","0,00826902","0,00886767","0,00330396","0,00705882","0,00625","0,0221667","0,02"
19,"0,00123012",,"0,001","0,00121601","0,0014003","0,00225225",,,"0,001",,,"0,001","0,00434783",,"0,00127389","0,00240385","0,00446429",,"0,00161464",,,"0,000959693",,"0,00970874",,"0,00404858","0,00110254",,,,"0,001875","0,000666667","0,0035"
20,"0,000200252","0,000402253",,"0,000110546","0,000233383",,,,,,,,,,"0,000636943",,,,,,,,"0,00247525",,,,,"0,000682128",,,"0,0009375",,"0,0005"
22,"0,0000286074",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0005"
CSF1PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,CROATIA,DOMINICAN REPUBLIC,GERMANY,ITALY,KENYA,NETHERLANDS,SAUDI ARABIA,SLOVENIA,SOUTH AFRICA,SWITZERLAND,THAILAND,VIETNAM,,,,,,,,,,,,,,,,
,12796,1243,1000,4523,6030,500,1000,619,929,510,2084,523,700,733,1198,3000,1000,,,,,,,,,,,,,,,,
5,"0,0000390747",,,,"0,0000829187",,,,"0,000538213",,,,,,,,,,,,,,,,,,,,,,,,
6,"0,000781494","0,00724055",,,"0,000165837",,,"0,000807754",,,"0,000239923",,,"0,0122783",,,,,,,,,,,,,,,,,,,
7,"0,00789309","0,0265487","0,037","0,00608004","0,000580431",,"0,037","0,000807754","0,000538213","0,0441176","0,00119962","0,000956023",,"0,0143247",,"0,00566667","0,01",,,,,,,,,,,,,,,,
8,"0,00722882","0,0257442","0,033","0,00176874","0,00323383","0,004","0,033","0,00242326","0,00484392","0,0441176","0,00239923","0,00478011","0,00285714","0,0129604","0,00375626","0,00166667","0,0005",,,,,,,,,,,,,,,,
9,"0,0294233","0,0486726","0,0305","0,0268627","0,0271973","0,03","0,0305","0,0242326","0,0306781","0,0803922","0,0225528","0,0114723","0,0457143","0,026603","0,0221202","0,0261667","0,037",,,,,,,,,,,,,,,,
"9,3","0,0000390747","0,000402253",,,,,,,,"0,000980392",,,,,,,,,,,,,,,,,,,,,,,
10,"0,244842","0,261062","0,267","0,216339","0,259204","0,281","0,267","0,245557","0,267492","0,261765","0,254559","0,304015","0,254286","0,260573","0,261686","0,2015","0,215",,,,,,,,,,,,,,,,
"10,3","0,0000390747",,,,"0,0000829187",,,,,,"0,000239923",,,,,,,,,,,,,,,,,,,,,,
11,"0,297554","0,24457","0,2825","0,299138","0,309784","0,307","0,2825","0,301292","0,303552","0,209804","0,307102","0,294455","0,307857","0,268759","0,32596","0,306167","0,2805",,,,,,,,,,,,,,,,
"11,1","0,0000390747",,,"0,000110546",,,,,,,,,,,,,"0,0005",,,,,,,,,,,,,,,,
12,"0,336707","0,317377","0,2885","0,366239","0,326534","0,307","0,2885","0,347334","0,317008","0,294118","0,333253","0,345124","0,322857","0,333561","0,321786","0,372833","0,3575",,,,,,,,,,,,,,,,
13,"0,0638481","0,0563154","0,05","0,0727393","0,0610282","0,061","0,05","0,0605816","0,0645856","0,0519608","0,0640595","0,0334608","0,0564286","0,0593452","0,0559265","0,0756667","0,0845",,,,,,,,,,,,,,,,
14,"0,0103157","0,0104586","0,011","0,00972806","0,0106136","0,009","0,011","0,0161551","0,010226","0,0107843","0,012476","0,00573614","0,00714286","0,0102319","0,00751252","0,00966667","0,012",,,,,,,,,,,,,,,,
15,"0,00121132","0,00160901","0,0005","0,000994915","0,00140962","0,001","0,0005","0,000807754","0,000538213","0,00196078","0,00167946",,"0,00285714","0,00136426","0,00125209","0,000666667","0,0025",,,,,,,,,,,,,,,,
16,"0,0000390747",,,,"0,0000829187",,,,,,"0,000239923",,,,,,,,,,,,,,,,,,,,,,
FGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17475,1243,1000,4523,10709,221,206,171,500,199,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,453,425,1600,3000,1000
13,"0,000114449",,,"0,000442184",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000333333","0,001"
15,"0,0000572246",,,"0,000110546","0,0000466897",,,,,,,,,,,,,"0,00164474",,,,,,,,,,,,,,"0,000166667",
16,"0,000972818",,,"0,00254256","0,000513587","0,00226244",,,"0,001",,,,,,,,"0,00223214",,,,"0,005",,,,,"0,00202429","0,00110254",,,,"0,0009375","0,00333333","0,0015"
"16,1","0,000171674","0,00241352",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,"0,00341064",,,,,
17,"0,00114449","0,00120676","0,0005","0,00121601","0,00116724","0,00226244",,,,,"0,0025","0,0005","0,00217391",,"0,00254777","0,00240385",,,"0,00161464","0,00196078",,"0,00119962",,"0,00242718",,"0,00202429","0,00220507","0,000682128","0,00110375","0,00117647","0,0003125","0,00133333","0,0015"
"17,2","0,0000572246","0,000804505",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,"0,000682128",,,,,
18,"0,014392","0,0144811","0,004","0,0164714","0,0144738","0,00904977","0,0121359",,"0,011","0,0100503","0,025","0,004","0,0282609","0,00721154","0,0121019","0,00721154","0,0200893","0,0164474","0,010226","0,0205882","0,0025","0,0179942","0,0222772","0,0121359","0,00669216","0,0222672","0,0148842","0,0102319","0,0121413","0,0270588","0,011875","0,0171667","0,0195"
"18,2","0,000629471","0,00482703","0,0045",,"0,0000466897",,,,,,,"0,0045",,,"0,000636943",,,,,"0,00196078",,,,,,,,"0,00682128",,,,,
19,"0,0690415","0,0526951","0,066","0,074287","0,0690074","0,0633484","0,0703883","0,0730994","0,081","0,0678392","0,0525","0,066","0,0347826","0,0576923","0,0636943","0,0625","0,0758929","0,0542763","0,0683531","0,0362745","0,095","0,0607006","0,0643564","0,0849515","0,0640535","0,0931174","0,0859978","0,0641201","0,089404","0,0529412","0,0709375","0,07","0,0925"
"19,1","0,0000572246",,,,"0,0000933794",,,,,,,,,,,,,,,,,"0,000479846",,,,,,,,,,,
"19,2","0,000801144","0,00603379","0,003","0,000110546","0,000280138",,,"0,00292398",,,,"0,003",,,,,,,,"0,00588235",,"0,000959693",,,,,,"0,00613915","0,00110375",,,"0,000166667",
20,"0,110157","0,0860821","0,0855","0,0598054","0,136521","0,140271","0,150485","0,119883","0,134","0,113065","0,175","0,0855","0,1","0,132212","0,152866","0,151442","0,15625","0,152961","0,123251","0,0490196","0,1275","0,134117","0,136139","0,145631","0,0697897","0,182186","0,12183","0,111869","0,137969","0,174118","0,126562","0,0605","0,0525"
"20,2","0,000715308","0,000804505","0,0005","0,00132655","0,000466897",,,,"0,001",,,"0,0005",,"0,00240385","0,00127389",,,,,,"0,0025","0,000239923",,"0,00242718",,,,"0,00136426",,,"0,0009375","0,00183333","0,0005"
21,"0,159685","0,11424","0,143","0,135308","0,176814","0,190045","0,17233","0,207602","0,171","0,173367","0,145","0,143","0,154348","0,209135","0,184713","0,158654","0,196429","0,190789","0,179763","0,095098","0,18","0,166987","0,200495","0,177184","0,138623","0,159919","0,167034","0,127558","0,175497","0,18","0,185938","0,132167","0,143"
"21,2","0,00543634","0,00321802","0,0015","0,0133761","0,002708","0,00226244","0,00242718","0,00292398","0,005",,,"0,0015","0,00217391",,"0,00127389","0,00240385","0,00223214","0,00164474","0,00376749",,"0,005","0,003119",,"0,00242718","0,000956023","0,00202429","0,00220507","0,00545703",,,"0,005","0,016","0,012"
"21,3","0,0000286123",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000166667",
22,"0,182833","0,179807","0,177","0,190471","0,180502","0,19457","0,174757","0,248538","0,203","0,193467","0,165","0,177","0,180435","0,182692","0,196815","0,161058","0,1875","0,174342","0,175457","0,20098","0,175","0,172265","0,163366","0,216019","0,122371","0,165992","0,205623","0,165075","0,16777","0,169412","0,16625","0,201667","0,1925"
"22,1","0,0000286123",,,,"0,0000466897",,,,,,,,,,,,,,,,,"0,000239923",,,,,,,,,,,
"22,2","0,00924177","0,00442478","0,004","0,0120495","0,00910449","0,0113122","0,00485437","0,00877193","0,013","0,0150754","0,01","0,004","0,00434783",,"0,00828025","0,00240385","0,0133929","0,0164474","0,00645856",,"0,0125","0,00743762",,"0,0169903","0,00191205","0,0182186","0,0159868","0,00750341","0,00441501","0,0152941","0,00625","0,0143333","0,0105"
"22,3","0,000114449",,"0,001","0,000221092",,,,,,,,"0,001",,,,,,,,,,,,,"0,00191205",,,,,,,,
23,"0,153877","0,160901","0,1425","0,167809","0,14824","0,147059","0,162621","0,140351","0,119","0,155779","0,1725","0,1425","0,163043","0,144231","0,149045","0,165865","0,113839","0,141447","0,160926","0,164706","0,15","0,147313","0,138614","0,116505","0,184512","0,117409","0,140022","0,158254","0,142384","0,132941","0,168437","0,170833","0,15"
"23,2","0,00566524","0,000804505","0,0025","0,00961751","0,00485573","0,00226244","0,00728155","0,00877193","0,01","0,0201005","0,005","0,0025","0,00434783","0,0120192","0,00254777","0,00240385","0,00223214",,"0,00376749",,"0,005","0,00335893","0,0049505","0,00728155","0,00191205","0,00404858","0,00992282","0,00136426","0,00110375","0,00352941","0,00375","0,0106667","0,0105"
"23,3","0,0000572246","0,000804505",,,,,,,,,,,,,,,,,,"0,00196078",,,,,,,,,,,,,
24,"0,138484","0,152454","0,1445","0,141941","0,13484","0,131222","0,13835","0,0906433","0,136","0,145729","0,13","0,1445","0,206522","0,134615","0,120382","0,134615","0,122768","0,144737","0,137244","0,146078","0,125","0,137476","0,126238","0,118932","0,225621","0,157895","0,124587","0,156889","0,151214","0,141176","0,130625","0,129","0,137"
"24,1","0,0000286123",,,,"0,0000466897",,,,,,,,,,,,,,,,,,,,,,"0,000551268",,,,,,
"24,2","0,00429185","0,00120676",,"0,0139288","0,000980484",,"0,00242718",,"0,002",,,,"0,00217391","0,00240385","0,000636943","0,00240385","0,00446429",,"0,00107643",,"0,0025","0,00119962","0,00247525",,,,,"0,00204638","0,00220751",,"0,0003125","0,0161667","0,0145"
"24,3","0,0000572246",,"0,001",,,,,,,,,"0,001",,,,,,,,,,,,,,,,,,,,,
25,"0,0879542","0,0989541","0,117","0,0915322","0,082454","0,0746606","0,0606796","0,0701754","0,076","0,0829146","0,08","0,117","0,0717391","0,0865385","0,0738854","0,120192","0,0580357","0,0690789","0,0801938","0,109804","0,08","0,102447","0,106436","0,0728155","0,111855","0,0546559","0,0722161","0,0914052","0,0838852","0,0741176","0,081875","0,0883333","0,0905"
"25,2","0,00200286","0,000402253",,"0,0071855","0,000186759",,,,,,,,,,,,"0,00446429",,"0,000538213",,,,,,,,"0,000551268","0,000682128",,,,"0,00733333","0,0105"
"25,3","0,0000286123",,"0,0005",,,,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,
26,"0,0361373","0,0559131","0,044","0,041897","0,0306751","0,0180995","0,0412621","0,0204678","0,024","0,0201005","0,035","0,044","0,0369565","0,0264423","0,0248408","0,0216346","0,0401786","0,0279605","0,0392896","0,0627451","0,0225","0,037428","0,0272277","0,0218447","0,0516252","0,0161943","0,0286659","0,0511596","0,0231788","0,0247059","0,03375","0,0421667","0,036"
"26,1","0,0000286123","0,000402253",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,,,,,,
"26,2","0,000486409","0,000402253",,"0,00154765","0,0000933794",,,,,,,,,,,,,,,,"0,0025",,,,,,,"0,000682128","0,00110375",,,"0,0015","0,0025"
27,"0,00941345","0,0257442","0,03","0,0113862","0,00476235","0,00678733",,"0,00584795","0,012",,"0,0025","0,03","0,00869565",,"0,0044586",,,"0,00657895","0,00645856","0,0392157","0,0075","0,00479846","0,0049505",,"0,00764818","0,00202429","0,00496141","0,0163711","0,00331126","0,00352941","0,005","0,00983333","0,018"
"27,2","0,000114449",,,"0,000442184",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0005","0,0005"
28,"0,00306152","0,0124698","0,014","0,00320584","0,000887104","0,00452489",,,"0,001","0,00251256",,"0,014",,"0,00240385",,,,"0,00164474","0,00161464","0,0264706",,"0,000239923","0,00247525",,"0,00573614",,"0,0016538","0,00272851","0,00220751",,"0,0009375","0,00283333","0,003"
"28,2","0,0000286123",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000166667",
29,"0,00105866","0,00724055","0,0045","0,000773823","0,000140069",,,,,,,"0,0045",,,,"0,00480769",,,,"0,0147059",,,,,"0,00286807",,,"0,00204638",,,"0,0003125","0,000666667",
"29,2","0,0000286123","0,000402253",,,,,,,,,,,,,,,,,,,,,,,,,,"0,000682128",,,,,
30,"0,000343348","0,00321802","0,0015","0,000110546",,,,,,,,"0,0015",,,,,,,,"0,00686275",,,,,"0,000956023",,,"0,000682128",,,,,
"30,2","0,000114449","0,00120676","0,0005",,,,,,,,,"0,0005",,,,,,,,"0,00196078",,,,,,,,"0,000682128",,,,,
31,"0,0000858369","0,00120676",,,,,,,,,,,,,,,,,,"0,00294118",,,,,,,,,,,,,
"31,1","0,000114449",,,"0,000442184",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000666667",
"31,2","0,000228898","0,00160901","0,0015","0,000110546",,,,,,,,"0,0015",,,,,,,,"0,000980392",,,,,"0,000956023",,,"0,00204638",,,,,
"32,1","0,0000286123",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,000166667",
33,"0,0000286123","0,000402253",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,,,,,,
"33,2","0,0000286123",,,,"0,0000466897",,,,,,,,,,,,,,,,,,,"0,00242718",,,,,,,,,
"40,2","0,0000286123","0,000402253",,,,,,,,,,,,,,,,,,,,,,,,,,"0,000682128",,,,,
"41,2","0,0000286123","0,000402253",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,,,,,,
"42,2","0,0000572246","0,000804505",,,,,,,,,,,,,,,,,,"0,00196078",,,,,,,,,,,,,
"43,2","0,0000858369","0,00120676",,,,,,,,,,,,,,,,,,"0,00196078",,,,,,,,"0,000682128",,,,,
"44,2","0,0000572246","0,000402253","0,0005",,,,,,,,,"0,0005",,,,,,,,"0,000980392",,,,,,,,,,,,,
"45,2","0,000228898",,"0,004",,,,,,,,,"0,004",,,,,,,,,,,,,,,,,,,,,
"46,2","0,0000286123",,"0,0005",,,,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,
"49,2","0,0000286123",,"0,0005",,,,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,
Penta D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,America,Asia,Europe,DOMINICAN REPUBLIC,GERMANY,ITALY,NETHERLANDS,SWITZERLAND,VIETNAM,,,,,,,,,,,,,,,,,,,,,,,
,6064,1000,1000,4064,1000,303,479,2084,1198,1000,,,,,,,,,,,,,,,,,,,,,,,
"2,2","0,0131926","0,0785",,"0,000369094","0,0785",,"0,00104384","0,000239923","0,000417362",,,,,,,,,,,,,,,,,,,,,,,,
"3,2","0,0010719","0,0065",,,"0,0065",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"0,00395778","0,022","0,0005","0,000369094","0,022",,,"0,00071977",,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
"5,2","0,0000824538",,"0,0005",,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
6,"0,000824538","0,003",,"0,000492126","0,003",,,"0,000479846","0,000834725",,,,,,,,,,,,,,,,,,,,,,,,
"6,4","0,0000824538","0,0005",,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"0,0135224","0,0225","0,0365","0,00565945","0,0225","0,0049505","0,00521921","0,00671785","0,00417362","0,0365",,,,,,,,,,,,,,,,,,,,,,,
"7,4","0,0000824538",,"0,0005",,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
8,"0,0332289","0,0515","0,076","0,0182087","0,0515","0,019802","0,0135699","0,0203935","0,0158598","0,076",,,,,,,,,,,,,,,,,,,,,,,
